COMPANY_NAME,GUID_FISCAL_PERIOD,GUIDANCE_LINE_ITEM,GUID_AMT
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),(30.0%) - (27.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),(14.0%) - (10.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),(18.0%) - (16.0%)
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Earnings Before Tax (Pro Forma),T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.22,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.22,Earnings Before Tax (Pro Forma),3.0% - 5.0%
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.22,Earnings Before Tax (Pro Forma),2.0% - 4.0%
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.22,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.22,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Earnings Before Tax (Pro Forma),0.0%dΔ
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),2.5% - 4.5%
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),7.0% - 9.0%
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),5.5% - 7.5%
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),5.0% - 7.0%
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Earnings Before Tax (Pro Forma),-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Earnings Before Tax (Pro Forma),T
